RecID|FirstName|MiddleInitial|LastName|SSN|BirthYear|BirthMonth|BirthDay|PhoneNumber
C998289 |Clara|R|Brown|||||8052540163
C998288 |Jeanna|S|Hernandez|152073488|1950|12|14|7135217027
C998287 |Glorai|M|Jackelen|25536151||||7148840026
C998286 |Antonio||Prazak|||||9093460553
C998285 |Foaud|C|Labudva|167128601||||7135103637
C998284 |Walter|T|Matila|148920782|1906|4|21|9255586623
C998283 |Kimberley||Gonzales|111206605|1937|||8501718524
C998282 |Margaret||Pipkin|111669934||||5126604142
C998281 |Glenn|G|Martinez|16276247|1946|||9497754473
C998280 |Maria|R|Mcdonald|156156021|1982|||4072817426
C998279 ||R|Guiles|113892726||||6194814586
C998278 |Johannes|C|Chavez|66090104||||9544625225
C998277 ||K|W|||||5624730076
C998276 |Teresa|B|Jones|||||9168430423
C998275 |Tomas|M|Viscovich|37830305||||7724872114
C998274 |K||Tahan||1962|||8134671743
C998273 ||D|Grays||1957|5|31|9412207235
C998272 |Maurine|R|Babin|||||8135510623
C998271 |Jenny|W|Carvalho|||||5018711038
C998270 |Melissa|D|Lowe|99333135||||9547615437
C998269 |A|A|Wise|87115476||||9726222353
C998268 |Davdi||Munoz|||||8135263425
C998267 |Alla|J|Hayes||1932|12|30|9544506380
C998266 |James|I|Rangel||1940|||9098155320
C998265 |M|N|Vitale||1900|||9415840302
C998264 |Neville||Thompson|148378408||||8318417131
C998263 |Eduardo|A|Herold|76047038|1919|||7147581686
C998262 |William||Marin||1959|2|23|7135721467
C998261 |Tiffany||Martni|56057294|1985|||4074103740
C998260 |Susan|F|Woody|||||8177406834
C998259 |Erlinda|K|Nicodemus|||||6192636075
C998258 |Angela|D|Renton|197618811||||8634422266
C998257 |Michelle|A|Becker|194453293||||7605521874
C998256 ||M|Lopez|8793199|1919|||9048648203
C998255 |Cera|D|Kirland|||||7602746186
C998254 |Wayne||Khan|112053137||||9168536227
C998253 |Marinel||Huerta|163425704||||4088605771
C998252 |Punky|F|Blackwell|102803851||||9092846364
C998251 |Cynthia|A|Brnuo|127955913||||9095021304
C998250 |||Frascona|7098629||||2392718814
C998249 |Hannah|L|Baumann|40433731||||2093045725
C998248 |Efrain|K|Buttigieg|86935334||||8176116370
C998247 ||D|Sisco|167479885|1929|9|11|9414802802
C998246 |Jennifer|R|Abercrombie|70647649||||8184405676
C998245 |Makr||Alvarado|137524957||||2814343271
C998244 |Adam|O|Kaemmerer|79370882|1966|||8188725217
C998243 |Omar|M|Petty|84880538|1922|||8184372481
C998242 ||L|Cadena|185602325||||5613027510
C998241 |Raynee||Dillahunty|||||7133410834
C998240 |M||Zeier|||||9162764378
C998239 |Regina||Gribschaw|12247046||||2396701742
C998238 |Lawrence|D|Floyd|66212439|1926|10|27|9545870004
C998237 |Susna|M|Berg|176714402||||2392534668
C998236 |Tami||Castro|158071989||||6616508273
C998235 |Franklin|R|Agrusso|146681241|1982|6|8|9037000522
C998234 |Timothy|A|Hernandez|71341072||||9098761230
C998233 |Marie||Mora|153257613||||9402278081
C998232 |Vonnie|J|Tabera|410645968||||6611043280
C998231 |Trixie|J|Stoner|119287412|1954|1|28|9152486078
C998230 |Luis|V|Peck|181601194||||7608418840
C998229 |Renato||Dhoanyos|190663960||||3521510801
C998228 |Kellye|R|Matthews|114367088|1901|||4794000138
C998227 |Brian||Rodarte|129891397||||7137441654
C998226 |Hector|M|Cullender|||||5592023553
C998225 |T|E|Tolbert|197682100||||5017385531
C998224 |Paola||Gudi|||||6268705652
C998223 |Claire|A|Urias|25805497|1975|12|8|9155370014
C998222 |Mariana||Aguirre|35814573|1915|4|9|8306348674
C998221 |Jimmie|S|Park||1948|||9094084785
C998220 |Omar|D|Whittle|25726977||||2393678474
C998219 |Narcissus|H|Arn|79506568||||9162841317
C998218 |Nilesh|F|Mckelvey|24174029|1938|111||6504246147
C998217 |David|J|Mullin|199098299|1952|||2097565234
C998216 |Jenny||Rapoza|153762761||||8134664181
C998215 |Van|M|Murooney|109806360||||4087370255
C998214 |Lucero|R|Valencia|47352334||||9153364772
C998213 |C|R|Steffenson|||||9542857236
C998212 |Michael|L|Yepez|30414353||||3107711854
C998211 |Roberto|J|Sohacki||1950|||5624003273
C998210 |Kurt|A|Espinoza|65256231||||9036588478
C998209 |Lisa||Hutchinson|145574961|1952|100||8637267057
C998208 |L|F|Reddish|24508033|1934|11||9045352608
C998207 |Mayelin|D|Kelley|||||8058204251
C998206 |Polly|M|Maldonado|21474700||||9165164026
C998205 |Herb||Phillips|77187223||||6261868717
C998204 |Denise|L|Gelats||1909|||4248338314
C998203 |Kellye|D|Umhs|67943071|1910|101||3101621556
C998202 |Helen||Martin|167965699||||8181323663
C998201 |Deborah|M|Rheinlander|51303964||||9727667310
C998200 |Jhon|R|Ridenhoru|133582366|1945|1|22|7603475824
C998199 |White|A|Eveland|175588371||||9168001768
C998198 |Timothy|B|Grissom|30677949|1919|||2547276147
C998197 |Amanda|E|Bliss|||||9411206568
C998196 |Ade|A|Schappacher|126339004||||9417281075
C998195 |Kathy|D|Mcfall|101980167|1970|||8587502044
C998194 |Jennifer||Sokata|909619111|1963|||7603531563
C998193 |Rosinda|P|Rfaser|66602486|1976|2|20|6613246315
C998192 |||G|85760585||||7142357713
C998191 |Brent|G|Winstead|24110989||||5593166412
C998190 |Edward|J|Soteras|55642251|1919|||3865000276
C998189 |Gabriela|M|Wilson|53373076||||9562588455
C998188 |Freddy|U|Salamanca|97128452||||9563014247
C998187 |Berto|J|Axe|160873777||||2813338802
C998186 |Dobbin|W|Rutherford|129513914|1949|||8186327483
C998185 |Iram|Y|Cho|134061052||||4084685522
C998184 |Agustin|B|Kiner|197101055|1959|52||9563836324
C998183 |Dicey|M|Smith|||||9158656706
C998182 |Wendy|A|Palmer|150943531||||7072358216
C998181 |Carolyn|F|Prim|||||5126308486
C998180 |Patrice|P|Bustamante|||||4077602316
C998179 |Armando|G|Helbock|407366757|1981|40||7608566562
C998178 |Amalia|H|Arendt|24731490|1970|||7273268411
C998177 |Thao|A|Weeks|189799487||||2814830123
C998176 |E|G|Castillo|9650041||||2105620612
C998175 |Dennis|N|Herrera||1917|10|9|6261378402
C998174 |Ana|G|Atilano|148366994||||6616883044
C998173 |H|K|Horwodo|||||8182588534
C998172 |||Erum|73029867|1960|||5306457884
C998171 |Meri|E|Brown|810885327|1935|||3525311036
C998170 |James|P|R|74973792|1915|110||2092621711
C998169 |Van|M|Mulrooney|109806630||||4087370255
C998168 |Christine|A|Pacheco|133477018|1963|3|3|9544481363
C998167 |Mark||Whatley|20837165|1916|||2102212106
C998166 |Hirma|A|Cuellar|120295773||||7272544738
C998165 |Carla|P|Zoapata|166172193|1907|||4076007132
C998164 |Nilesh|F|Mckelvey|24714029||||9257602227
C998163 |Larisa|K|Hagen-olson|37771199|1973|10|12|3211070820
C998162 |Sarah|C|Sword|159829746||||5596265264
C998161 |Calvin|A|Rivera-vallada|188670819||||7142652182
C998160 |Eklley|J|Borden|149743632||||8184176334
C998159 |Marco|S|Smith|98257607|1954|||8185630537
C998158 |Alisha||Wilcox|20102762||||9722677400
C998157 |Daniel|C|Romero-perez|136544887|1961|11|20|9168887247
C998156 |Deisree|L|Mcmullen|||||5618181573
C998155 |A|L|Garcia|||||7142835178
C998154 |Becky|S|Moshchenko|60931924||||9253227174
C998153 |Luis|B|Thomas|99075632||||6191214363
C998152 |Mary||Valenzuela|145689079|1939|52||9721028775
C998151 |Jospeh|B|Costello|14580601||||9093625068
C998150 |Diane|C|Jarvis|169765470||||3217184613
C998149 |Tami||Castro|158071989||||6616508273
C998148 |Josue|S|Comstock|82290045||||9543305876
C998147 |Aidee|V|R|120620399|1976|||9096370750
C998146 |Miguel||Polano|||||9546568706
C998145 |Stacy|B|Hernandez-corn|169488917||||7605265073
C998144 |Blanca|B|Mccain|134247751||||4247407603
C998143 |Osmani|M|Hazell|||||2148254304
C998142 |Robert|R|Paulmeno|||||8172057104
C998141 |Joye|S|Bennett|24772154|1943|||3525703418
C998140 |Jacklyn|L|Irvin|||||9496616471
C998139 |Vickey|M|Citrone|120918025|1926|||8188507383
C998138 |Ronnie|L|Bes|162033763||||8187835240
C998137 |S|H|Henriques|1727984||||3214458877
C998136 |Jose||Fullbright|||||5012352767
C998135 |Maria|M|A|||||5597380430
C998134 |Yolanda|L|K|195658013||||2811530017
C998133 |Ojel|D|Lewis|118338204||||7073832614
C998132 |Anatoliy||Holbrlook|66354278||||3867020460
C998131 |Barbara||Chairez|61161358||||2098208756
C998130 |Policarpio||Shishkova|||||9162573722
C998129 |Julia|S|Thoms|||||8173884514
C998128 |Sara|M|Rivero|108887475||||9098381816
C998127 |Elida|H|Carhart|183298861|1939|||5126428205
C998126 |Jorge|A|Clinton|11695645||||4072237271
C998125 |T|S|Molina|43808965|1902|2|14|6198885735
C998124 |Icndy|A|Cervantes||1940|||8172263034
C998123 |Dora|A|Pnea|190289229|1986|9|12|8178002470
C998122 |Cynthia|L|Arost|7787658||||8178418261
C998121 |Qi|S|Newtno|173875967|1968|9|13|6618436633
C998120 |Linda||Rnodriguez|73514232||||9547021446
C998119 |M|M|Hadden|190297547||||7601370203
C998118 |Luis||Garcia|||||4794727362
C998117 |Penny|E|Hilbrant|121340936|1987|2|28|8057758404
C998116 |Benedict||Manresa|74145922||||8182171880
C998115 |Victor|E|Wwhitson|123596121|1975|||5018247485
C998114 |Anita|R|Dixno|163568107|1980|||7272848426
C998113 |Carlos|S|Karimolomi|803102569||||4096324232
C998112 |Blanca|E|Bailor|171265697||||8315617584
C998111 |||S|137983061||||4071516583
C998110 |Estehr|V|Craibg|23184656||||9495822065
C998109 |Wayne|D|Lundquist|||||9721621430
C998108 |Karen||Moreno|3835366||||5124183653
C998107 |Alejandor|D|Gause|||||4793542214
C998106 |Kristian|D|Orcullo|21421666||||8502078413
C998105 ||N|Fisher-freeman|||||7074250087
C998104 |Brigette|C|Bello|12713691||||9411642485
C998103 |Cruz||Zelaya|60734885|1931|||8701053807
C998102 |Henry||Gonzalez|19765453||||7276420517
C998101 |Jennifer|J|Bucchi||1912|42||9037447068
C998100 |Armando||Rodriguez|76532739||||8508423586
C998099 |Colleen||Olivo||1942|||2102417886
C998098 |Brad|A|Brock|||||5127544057
C998097 |Priscilla|J|Bell|105086315|1962|12|28|4241012332
C998096 |Worth|B|Smith|184418286||||7148520487
C998095 |Cynthia|A|Waldo|44266059||||5017177643
C998094 |C|G|Harmody|8304056||||7072380312
C998093 |Coco|G|Mcginnis||1914|||9098612437
C998092 |Val|H|Sotelo|151006609||||9093813718
C998091 |Eleanor||Hernandez|27385500|1933|9|19|9092305214
C998090 |Monica|H|Lam|48977932|1917|11|5|7134164408
C998089 |B|C|Hancher|42255139|1911|||8182481220
C998088 |Chrisitne|L|Flynn|114489107|1954|||7137036164
C998087 |Ceresa|S|Hart|87480256|1945|||2095872763
C998086 |Ramiro||Moore|53308971|1954|||9403866372
C998085 |Shawna||Cardona|122262216|1904|||9415455446
C998084 |William|B|Darrough|||||6197442188
C998083 |Marco||Yacavone|116929720||||7074653185
C998082 |C||Lamb|44629015|1982|||7601065573
C998081 |Benjamin||V|20715680||||7076855020
C998080 |Daniel|L|Cortez-canales||1985|||9092118275
C998079 |Cheryl||Lopez|111285339||||4087011804
C998078 |Neildia|L|Castillo|21573907||||8634707603
C998077 |Drew||Donnelly|913795072|1900|||4074034213
C998076 |Alice|M|Harrison||1941|||5624378163
C998075 |Rine||Babakhani|132871568|1916|8|21|5122082880
C998074 |Robert|L|Gottlieb|||||8188803612
C998073 |Scott|M|Elizarde|117653717||||9163562645
C998072 |Janice|L|Gjolicoeur|38178197||||5624231774
C998071 |Judy|H|Chavez|151935995||||3867380378
C998070 |Anrold|C|Emunoz|152691322||||8186057643
C998069 |||Aregbe||1941|||7273610382
C998068 |Carlos|A|Salas|177577426||||6613267401
C998067 |Christopher||Rodriguez|718209506||||5611271608
C998066 |Cantrell|L|Turner|122217835|1957|||9253202432
C998065 |Esteban|V|Newsome-nixon|127723699||||8182203232
C998064 |John|M|Proffitt|62984270||||8185137451
C998063 |Alejandro|W|Woods||1905|112||3053051381
C998062 |Frederica|P|Buitrwon||1915|11|14|8184250877
C998061 |Sarah|C|Morales|||||4074162736
C998060 |James|L|Matehws|190857143|1901|||9095700576
C998059 |James|P|Demelis|66612624||||9032286156
C998058 |Ibrahim|D|Jewell|91211500||||8178620314
C998057 |Mark|D|Richardson|134891054|1945|||8182431458
C998056 |Tanisha|E|Sandoval||1946|111||9098007010
C998055 |Stephen|E|Morrissey|79870453||||7076506247
C998054 |David|W|Jerdan|||||9543888562
C998053 |Bertha||Marciano|78531284||||7607765757
C998052 |Josefina|M|B|||||9096186663
C998051 ||J|Goodman|198786337|1970|9|8|5616875367
C998050 |Alfonzo|K|Leu|||||7605521377
C998049 |Maritza|M|Reed|||||7141308505
C998048 |Richard|H|O           Rodriguez|143153355||||2093880846
C998047 |||Zuniga|44357780||||7076674840
C998046 |Areak|J|Stacy|51047749||||9097028343
C998045 ||A|Losleben|||||7072201303
C998044 |Elizabeth||Verduzco||1940|1|14|2541328584
C998043 |Lashunda|J|Osban|160997451||||2104305785
C998042 |Frank|S|Gunter|174487529|1973|12|3|9095521365
C998041 ||L|Aydelott|38062651||||2097767655
C998040 |Stephie||Ayala|153172128|1901|||9091663165
C998039 |Maria|T|Nava|123038253||||9727508703
C998038 |Jasno||Opre|32899886|1952|||9255881276
C998037 |Sandra|D|Darrah|124923916||||9041076821
C998036 |T||Mustikhan|||||9361380476
C998035 |Vilma|E|Aquino|||||9723036508
C998034 ||L|Gauvry|76029918||||4083283222
C998033 |Warren||Figueroa|501542011||||6268856647
C998032 |Mandi|L|Hernandez||1954|30||4083535720
C998031 |Gerald||Santos|7850558|1950|||9046574656
C998030 |Jamie||Jlange|55209083||||4152488536
C998029 |Jason|J|Suchan|132194377|1981|123||2092455386
C998028 |Olga|G|Minewr|58579198||||7136157773
C998027 |Stephanie|R|Elsner|170189545||||9045877247
C998026 |Julieta|D|Holldoman|70307920|1932|||3522675524
C998025 |Quentara|S|Murchison|131543764|1956|3|25|8065788488
C998024 |Emily||Metchieson|148111659|1980|||9091152327
C998023 |Bernardino|L|Blakeley|807760704||||9098863562
C998022 |Christopher|P|Marceaux||1950|||9727668624
C998021 |Jerry||Sanchez|193139486||||9723277141
C998020 |Tiffany|A|Tarifi|88136660||||9041677165
C998019 |Francisco|T|Garcia|72812830||||8634883255
C998018 |Chris|M|Bertozzi|||||9496450581
C998017 |Nelda|Y|Wodoling||1990|||9042343181
C998016 |D|S|Solar|121436984||||4793103835
C998015 |Bettye||G|||||7605257125
C998014 |Silvia|J|Pate|78144616||||6611086733
C998013 |Francisco||Carr|||||7131461071
C998012 |V|M|Hall||1990|2|6|9092232511
C998011 |||Evebrett|34256856||||7608308507
C998010 |Judi|J|Marrujo|57810013||||9541147402
C998009 |Cathleen|A|Sickles|42804176||||2817671303
C998008 |J|M|Ukrainetz|||||6262534414
C998007 |||Mitchell|77617581||||3216528406
C998006 |Kerry||Karamusyan|31634089||||3526152155
C998005 |Lucia|R|Wilson|1896980||||2815233035
C998004 |Theodora|W|Minor||1963|3|6|9724845271
C998003 |Daniel|J|Protko|1426335||||7274455740
C998002 |Aleax||Jakson|75268876||||9155420106
C998001 |C||Zuniga||1950|||3528722601
C998000 |Kevin||Rojas|47618279|1945|6|13|8133136085
C997999 |Ricardo|J|Yhland|147009319||||4151822543
C997998 |Fidel||Sherman|64988726||||9095873252
C997997 ||L|Zipser|56816549||||9034127875
C997996 |Helena|C|Broussard|24007024||||3211607807
C997995 ||D|Barab|189536334|1912|||9543887821
C997994 |Benjamin|N|Scott|144311299||||9167407046
C997993 |Atmra|S|Karimolomi|196952195||||2098464330
C997992 |Michael|R|Montgomery|||||9722456225
C997991 ||A|Sage|155445277|1986|6|27|9547364173
C997990 |K|S|Scarnati|166948461||||8505481213
C997989 |Hogn|A|Nobles|127407806||||7148010454
C997988 ||A|Viera|||||8185711658
C997987 |Naa|G|Atilano|148366994|1937|2|14|9252168161
C997986 |Christopher|F|Dinapoli|198467188|1907|||8183601576
C997985 ||I|Meyerson|13115095|1941|5|16|9162573714
C997984 |Giovana|R|Flowesr|150051837||||8188443343
C997983 |T|H|Valentine||1932|10|14|4795138255
C997982 |Mary||Delado|88027183||||9567603850
C997981 |Maria||Padilla|62295304||||3233378274
C997980 |Mamie|D|Hyde|33928588||||4072147570
C997979 |Billy|M|Ortega|98738868||||8178227281
C997978 |Rashala|M|Ray|19799999|1983|||7145406158
C997977 |Fred|M|Bowers|179933533||||7608185664
C997976 ||A|Iglesias|34589160||||2818558415
C997975 |Roger|F|Grissom|717847597||||9042706362
C997974 |Albert|R|Lt          Godfrey|31726536||||6191070535
C997973 |Jaqcueline|R|Stucke|21638428||||5625047233
C997972 |Bethany|R|Goodwin|136435154|1923|91||2395800467
C997971 |David|L|Powell|131846171||||8636342877
C997970 |Thomas|M|Miner|58586836|1908|10|8|7136157773
C997969 |Leonard|F|Tirado|125595032||||2097477753
C997968 |Theresa|K|Mosier|76601253||||9163331318
C997967 |Carlo||Arias||1900|1|1|8313008140
C997966 |Wesley|R|Huber|2502951||||9091020334
C997965 |Troy|A|Esmith|18810867||||5611051448
C997964 |August||Brown|30273347||||8052516041
C997963 |J||Terrazas|168773646||||9093216281
C997962 |Ivan||Montoya|38953317||||9548127200
C997961 |Marsha||Moore|219665119|1954|12|23|6197372726
C997960 |Amado|C|Buhler|||||9048215813
C997959 |J|G|Kijseky|||||4077858763
C997958 |C|J|Wan|41344348||||2143845438
C997957 |Otto||Uppla|508279358|1925|92||9097541434
C997956 |Carmencita|A|Angiuli|||||2398253245
C997955 |Kester|L|Jones|63114141||||5616370517
C997954 |Emanuel|E|Serdahely|34105985||||8054850577
C997953 |Alexandra|G|Facunod|157093091||||9543038128
C997952 |||Rios||1947|2|20|8133662167
C997951 |Roberto|L|Spradlin|98674068||||9097052443
C997950 |Mark|L|Wilson|13182571||||3053584408
C997949 |Rachel|W|Patton|33163297|1914|||7135144031
C997948 ||L|Clinkenbeard|154781853||||7136864075
C997947 |Beatriz|J|Kim|112406092||||8172144723
C997946 |Anthony|M|Acnas|69673458|1912|||6195185845
C997945 |Rosemarie||Borbon|144818390|1977|||4241256222
C997944 |Barbara|A|Feliciano|302052686|1977|||7134865333
C997943 |Julieta|G|Cisneros|2605803||||7142062446
C997942 |Art|S|Mnedez|||||9163407438
C997941 |Brenda|J|Aubol|193199359||||7078138047
C997940 |B|F|Rodriguez|181160107|1935|||9722877664
C997939 |Adam|R|Warner|41672316||||2102405361
C997938 |Marsha||Rempee|86176409|1905|8|16|5123665724
C997937 |Gerald|A|Lugo|53496058|1924|||9417652533
C997936 |Ricardo|L|Bower|142339046|1929|2|21|2093620623
C997935 |Amos|F|Caasres|167425145||||8183417052
C997934 |Norma||Herrera|7971898|1926|||8051126050
C997933 |Maria|A|Walker|29219810|1981|||5302532037
C997932 |||Lomeli|37898639|1949|22||4083413301
C997931 |Rosesal||Graciano|192501181|1907|3|27|7143760043
C997930 |Carlos|S|Karimolomi|83102569||||9366163406
C997929 |Portia|M|Jass|14979770||||9251685850
C997928 |Yolanda|J|Caulkins|63970388||||9154316823
C997927 |Lorie||Luna|75584479|1922|6|23|6197664836
C997926 |J||Higuera|157904039||||8181461382
C997925 |Jasper|W|Badenoch|34668203||||7142044722
C997924 |Arecnio|A|Galvan|83611175||||5625665533
C997923 |Regine|I|Guerrero|143442027||||2391571425
C997922 |Irina|R|Guerra|181135501||||9726818855
C997921 |J||Chaunceey|||||3055765336
C997920 |Mickey||Martin|198255151||||9168666222
C997919 |Aura|H|Mickens|||||6195272323
C997918 |Ketty||Kging||1909|3|18|8188422246
C997917 |Salvdaor||Clemente|175465568|1935|||9093316218
C997916 |Diana|A|Valdivia|34907281|1914|7|20|5594617363
C997915 |Anthony|G|King|18302252||||9036668362
C997914 |||S|56008216|1928|11|12|2097526471
C997913 |Brandy|J|Aubol|139199359|1983|11|16|5012126860
C997912 |Jeffrey|F|Argoti|151896553|1945|||7866424568
C997911 ||F|Ulloca|111860701|1948|||8504860635
C997910 |Ruth|D|Martinez|||||8185020161
C997909 |Pam|E|Curz|9406732||||8312366044
C997908 |Donna|C|Hechanova||1946|||8705570045
C997907 |Juan||Pizana|932348||||9095221133
C997906 |Jack|J|Ostheimer|160422675||||6197783685
C997905 |Diane|E|Gonzales|12419235||||5611720250
C997904 |Andrea|C|Burtchell|717067917||||3235162748
C997903 |B|O|Raspall|51313887||||9034651402
C997902 |Philip|S|Mckenney|68980564|1938|62||5124040106
C997901 |Carter||Thomas|5893492||||7131030528
C997900 |Rosa|P|Kuhns||1902|10|26|6198100347
C997899 |Patrick|L|Wooldridge|11346256||||2816022727
C997898 |T|R|Hampton|57754226||||9163160208
C997897 |Tatyana|G|Dews|147675087|1969|||9544301546
C997896 |Sharon|A|Torres|149679215||||9412158213
C997895 |Marcela||Blanco-salas||1945|8|12|9546783124
C997894 |Suzanne|H|Flowers|37458125|1900|||3613424835
C997893 |Alfred|G|Rushing|18788484||||8182630423
C997892 ||F|Morales|||||8185517168
C997891 |Amla|A|Akcen|98378102||||9548023338
C997890 |David|D|Allne|151370166||||4078206535
C997889 |Johnathan|O|Mcfarland|179716634||||9541308457
C997888 |Rich|C|Eddington|162427725|1912|61||9156130778
C997887 |Willie|E|Ramos|60902955|1967|80||7132106757
C997886 |Annette|S|Tamboboy|189691619||||3618883335
C997885 |Jose|E|Dillon|||||8705071748
C997884 |Ivan|M|Okane|||||9096762466
C997883 |Trixie|C|Gomez|||||8187868201
C997882 |Walter|B|Tlatenchi|160999913||||9161150441
C997881 |Gerald|A|Stsewart|127217770||||6613315817
C997880 |Jamie|C|Quick|84830756||||9098651618
C997879 |E|D|Cohen|53332115||||2103635363
C997878 |Ernesto|J|Simmons|196818645|1916|51||4076321074
C997877 |Sal|P|Largoza|155239156|1973|9|18|2398726804
C997876 |Ava|F|Harbie|||||7137452888
C997875 |Adora|R|Perez||1918|2|6|9547834061
C997874 |Mihcael||Skorich|58509163||||7272661761
C997873 |Anne|R|Thompson|144004402|1900|1|1|9365702275
C997872 |Malia|M|Santos|12120502||||9547871466
C997871 |Peggy|G|Malmskog||1978|||9491042426
C997870 ||M|Lund|||||6267251354
C997869 |Tfifany|Y|Mun|127676213||||8184884574
